timestamp,rssi
10.0,0
20.0,-25.875
30.0,-26.147368421052633
40.0,-26.117021276595743
50.0,-26.53684210526316
60.0,-26.010752688172044
70.0,-26.083333333333332
80.0,-26.333333333333332
90.0,-25.49438202247191
100.0,-26.118279569892472
110.0,-26.22340425531915
120.0,-26.157894736842106
130.0,-26.307692307692307
140.0,-26.150537634408604
150.0,-26.425531914893618
160.0,-26.106382978723403
170.0,-26.57894736842105
180.0,-26.858695652173914
