timestamp,rssi
10.0,0
20.0,-36.354838709677416
30.0,-36.333333333333336
40.0,-36.04255319148936
50.0,-36.223404255319146
60.0,-36.170212765957444
70.0,-36.37234042553192
80.0,-36.38709677419355
90.0,-36.354166666666664
100.0,-36.68421052631579
110.0,-36.391304347826086
120.0,-36.44318181818182
130.0,-36.24731182795699
140.0,-36.623655913978496
150.0,-36.26086956521739
160.0,-36.125
170.0,-36.10989010989011
180.0,-36.16129032258065
