rssi,rf power
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,-31.84380217143959
-9.5,-31.598818373124743
-9.833333333333334,-31.97097538577056
-9.5,-33.63919480283132
-10.25,-33.89433835010936
-10.0,-35.271338088878515
-9.2,-36.56667776590339
-10.2,-33.872238269340656
-11.0,-34.44440471262364
-10.5,-34.730108618369016
-10.0,-35.111559504464715
-10.5,-33.043119453118166
-10.428571428571429,-38.19949627190517
-10.0,-33.74690742783085
-10.0,-33.532006935359306
-10.2,-34.441834859400636
-10.0,-34.38822573912475
-10.2,-38.15106754215364
-10.6,-34.96326430847276
-9.8,-32.447917147407615
-10.75,-31.65775938225367
-10.166666666666666,-33.29318215022769
-10.8,-34.51526454964606
-10.25,-35.265073937684456
-10.833333333333334,-38.02685058208072
-10.6,-35.876586312457555
-10.0,-36.60313507902344
-9.8,-36.800821537005525
-9.8,-34.18837637401789
-10.2,-37.3773403399987
-10.2,-40.01371681315312
-10.8,-41.02745849813144
-10.6,-41.34474327162223
-11.2,-41.126281008528736
-10.6,-40.71484756959522
-9.4,-40.97236687892095
-10.0,-37.40489908054918
-10.0,-37.623007455948276
-10.285714285714286,-33.841784756016324
-10.0,-37.29577230841011
-9.4,-36.284862624895595
-10.4,-36.224750912219186
-10.166666666666666,-38.45262027405242
-9.75,-38.19663294125339
-10.4,-38.18146206342452
-10.8,-34.79048410734277
-10.8,-37.21736920761915
-10.2,-38.037074579574096
-10.0,-34.34142264668621
-10.166666666666666,-42.038321403304415
-10.0,-40.98609245731007
-11.25,-39.52183460294222
-10.8,-38.424951434945704
-10.6,-39.6851192028779
-10.6,-35.94746372361044
-10.2,-35.06589037226268
-10.4,-33.139139210249986
-10.0,-33.78593336169217
-9.5,-32.24017946426274
-10.8,-34.157511727850064
-10.0,-35.780855753576496
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
-10.166666666666666,-38.51037178036996
