timestamp,rssi
30.0,-44.30902777777778
60.0,-42.81506849315068
90.0,-44.57679180887372
120.0,-45.736301369863014
150.0,-45.67918088737201
180.0,-43.27303754266212
210.0,-46.73287671232877
240.0,-44.55290102389078
270.0,-46.786941580756015
300.0,-45.98287671232877
