timestamp,rssi
30.0,-50.869257950530034
60.0,-50.203448275862065
90.0,-50.9106529209622
120.0,-51.56357388316151
150.0,-47.75086505190311
180.0,-45.04152249134948
210.0,-50.68150684931507
240.0,-54.034602076124564
270.0,-44.647260273972606
300.0,-47.52739726027397
