timestamp,rssi
30.0,-53.57651245551602
60.0,-49.35640138408304
90.0,-47.3481228668942
120.0,-43.86551724137931
150.0,-44.31615120274914
180.0,-44.36678200692042
210.0,-44.62717770034843
240.0,-44.09655172413793
270.0,-43.82534246575342
300.0,-43.136842105263156
