timestamp,rssi
30.0,-54.7347670250896
60.0,-49.541666666666664
90.0,-46.3584229390681
120.0,-50.80952380952381
150.0,-50.714285714285715
180.0,-55.97586206896552
210.0,-55.50171821305842
240.0,-61.02749140893471
270.0,-54.64505119453925
300.0,-51.62975778546713
