timestamp,rssi,rf power
0.5,,0
1.0,,-31.646936610383662
1.5,,-30.77257383403516
2.0,,-30.698359085214857
2.5,,-31.812877198873622
3.0,,-31.34848634720438
3.5,,-30.791823526762617
4.0,,-31.728495447056506
4.5,,-31.5908646858268
5.0,,-31.32881797804917
5.5,,-30.93630561085405
6.0,,-30.9051876142856
6.5,,-30.46207683592613
7.0,,-30.435087684903927
7.5,,-30.279838466922033
8.0,,-29.665597875465167
8.5,,-29.771017376242543
9.0,,-33.30895765110851
9.5,,-29.646200420881183
10.0,,-35.822173276186014
10.5,,-33.27212900299276
11.0,,-32.18565005190175
11.5,,-35.444453905630745
12.0,,-32.703697693987536
12.5,,-35.14050370673954
13.0,,-32.261525180139614
13.5,,-33.75832741375485
14.0,,-34.384020511992745
14.5,,-34.21943465562984
15.0,,-34.91396020963775
15.5,,-35.77009766223332
16.0,,-34.93103379672765
16.5,,-35.53997720935653
17.0,,-35.15369575356076
17.5,,-35.922327299065785
18.0,,-37.07846135519341
18.5,,-37.646446959650284
19.0,,-33.383135164874695
19.5,,-36.17041955270128
20.0,,-37.6556376515626
20.5,,-35.98348238509413
21.0,,-35.58352396180253
21.5,,-35.52307709900868
22.0,,-35.38344868978999
22.5,,-35.563506765547
23.0,,-35.79867752657454
23.5,,-35.44117101518292
24.0,,-35.438478701229805
24.5,,-37.47511613083724
25.0,,-38.53636555692484
25.5,,-37.12419547883419
26.0,,-36.12222340159697
26.5,,-36.68131193880976
27.0,,-37.268160053872684
27.5,,-37.564019712093454
28.0,,-36.63459098765929
28.5,,-36.382010131820216
29.0,,-36.01008523420475
29.5,,-34.6302981106483
30.0,,-34.538184713114454
30.5,,-34.21283404608927
31.0,,-34.43222696159876
31.5,,-33.63849522504573
32.0,,-33.92459404688649
32.5,,-33.61817137581639
33.0,,-33.02615174199991
33.5,,-33.02062535545688
34.0,,-31.923104628732077
34.5,,-33.55071239574288
35.0,,-31.37009071711808
35.5,,-33.173470026053856
36.0,,-34.272918592259394
36.5,,-33.79109039859207
37.0,,-33.75381674868271
37.5,,-34.38670173734426
38.0,,-34.466893638173836
38.5,,-34.63331615799934
39.0,,-32.532172188800466
39.5,,-33.08292746790206
40.0,,-34.12961846675216
40.5,,-34.90841186809597
41.0,,-33.38127165982434
41.5,,-35.25628041483654
42.0,,-35.97178198170679
42.5,,-34.73718527354968
43.0,,-32.51776421135334
43.5,,-32.77767410254623
44.0,,-33.5558944080219
44.5,,-33.610439356666234
45.0,,-33.233267602389134
45.5,,-33.808795388207365
46.0,,-32.80551875268366
46.5,,-33.92295815643778
47.0,,-33.350886336140334
47.5,,-34.06265615667156
48.0,,-34.06365234997037
48.5,,-35.76334365709263
49.0,,-35.903143284044184
49.5,,-36.0439565937391
50.0,,-35.68570841637444
50.5,,-35.70872102847166
51.0,,-35.390362244426655
51.5,,-35.82944288909807
52.0,,-34.39878011108592
52.5,,-33.97807008143338
53.0,,-35.353283667143515
53.5,,-35.09621991202528
54.0,,-34.883569600386366
54.5,,-34.173654101513755
55.0,,-34.65749082594678
55.5,,-35.510846533963885
56.0,,-35.22837813807471
56.5,,-35.74935792044964
57.0,,-37.25342498254177
57.5,,-36.52660927449425
58.0,,-35.91036430518894
58.5,,-37.06634502957691
59.0,,-37.26451245110559
59.5,,-36.28153530235546
60.0,,-35.03199029242734
