timestamp,rssi,rf power
0.5,,0
1.0,,-37.06449705542152
1.5,,-36.235700209934784
2.0,,-35.28682851100032
2.5,,-35.38595553314827
3.0,,-35.63991488086111
3.5,,-34.86632803574726
4.0,,-35.63278305231767
4.5,,-35.44306659963018
5.0,,-36.12669023317942
5.5,,-35.643238158986165
6.0,,-33.812717464217776
6.5,,-32.874653228073164
7.0,,-32.740652500611134
7.5,,-34.57883932292764
8.0,,-35.72551574819261
8.5,,-36.629023855745196
9.0,,-35.77320074584571
9.5,,-33.19818174422114
10.0,,-35.39069093645428
10.5,,-36.920458128138684
11.0,,-35.353241771973245
11.5,,-35.82277954208965
12.0,,-36.208501216492564
12.5,,-34.13594224681049
13.0,,-33.474981261096346
13.5,,-32.955035329327714
14.0,,-32.74257680923034
14.5,,-32.522546349674855
15.0,,-33.46448037787428
15.5,,-33.77215757776159
16.0,,-35.29699167028064
16.5,,-34.192402397047886
17.0,,-35.82525576185004
17.5,,-37.07131303188771
18.0,,-37.238206753522185
18.5,,-37.26818763052018
19.0,,-37.357548129170034
19.5,,-37.54816618325213
20.0,,-35.90275287773493
20.5,,-32.88558182360102
21.0,,-33.92189690044952
21.5,,-34.28627225457995
22.0,,-33.73716690423708
22.5,,-32.50682347980345
23.0,,-34.53937788063515
23.5,,-35.01929150013408
24.0,,-35.601207859113664
24.5,,-36.310218895354716
25.0,,-37.259428164922674
25.5,,-37.51130245898915
26.0,,-37.438344239586996
26.5,,-37.335029303649804
27.0,,-36.388930648239445
27.5,,-34.68975014000186
28.0,,-36.3779377025789
28.5,,-36.030847068112145
29.0,,-35.94031210100358
29.5,,-35.928670719228585
30.0,,-33.66308981102
30.5,,-33.058588097353095
31.0,,-33.655247692381494
31.5,,-32.268079761117676
32.0,,-33.78942567487909
32.5,,-33.512254027143285
33.0,,-34.031222412597586
33.5,,-35.928730672720306
34.0,,-37.15909141893575
34.5,,-37.88155682831073
35.0,,-36.09562317397816
35.5,,-37.6237012687457
36.0,,-37.72949062049062
36.5,,-35.117168353844484
37.0,,-37.34260104837408
37.5,,-37.91619683828578
38.0,,-38.079389389336875
38.5,,-35.68975488110262
39.0,,-35.233573589998834
39.5,,-34.93715707828459
40.0,,-39.03571055232096
40.5,,-38.38645272116659
41.0,,-37.58755035440605
41.5,,-38.00058786027881
42.0,,-38.32440273293175
42.5,,-36.66264599631323
43.0,,-37.64942805758466
43.5,,-37.34603896090431
44.0,,-37.59402832420152
44.5,,-37.56880406347364
45.0,,-37.68864872258745
45.5,,-37.57333499189583
46.0,,-37.48121668688822
46.5,,-38.1662790551638
47.0,,-36.986660915317756
47.5,,-37.297202757241706
48.0,,-38.119229785832246
48.5,,-37.11273268269723
49.0,,-37.6683661403328
49.5,,-37.31763613820472
50.0,,-37.72494279185357
50.5,,-36.65108813799102
51.0,,-34.68740357552598
51.5,,-34.93877823905734
52.0,,-35.54031996690851
52.5,,-35.81762237200521
53.0,,-35.84132154515983
53.5,,-36.02495961483998
54.0,,-36.071280137803896
54.5,,-36.59043853721445
55.0,,-36.34403156231655
55.5,,-35.941527427817206
56.0,,-36.32602771041281
56.5,,-36.368539201134304
57.0,,-36.18110853618156
57.5,,-36.17714595913892
58.0,,-37.751462146400414
58.5,,-37.98626349086679
59.0,,-37.41408976697265
59.5,,-38.641117991689896
60.0,,-38.467756509543136
