timestamp,rssi,rf power
0.5,,0
1.0,,-38.76018753857895
1.5,,-39.10263267725119
2.0,,-37.22882683234987
2.5,,-36.325866995327566
3.0,,-34.89796847812992
3.5,,-35.983637690577645
4.0,,-34.39600389835083
4.5,,-34.83943853112014
5.0,,-37.24264811519696
5.5,,-36.67357605912827
6.0,,-37.01964562865731
6.5,,-37.75866487232554
7.0,,-37.70444260722934
7.5,,-37.98575211427733
8.0,,-37.194896605619334
8.5,,-38.00694158880796
9.0,,-36.84315917158678
9.5,,-35.167301233619526
10.0,,-36.62101374591799
10.5,,-39.123364108720374
11.0,,-39.3271081797361
11.5,,-39.72340204172662
12.0,,-38.598353674160144
12.5,,-38.562740314521214
13.0,,-38.949579881357174
13.5,,-40.158706458208144
14.0,,-39.68640888818781
14.5,,-38.03356149008827
15.0,,-36.19165500315065
15.5,,-36.714094684688874
16.0,,-38.2475558435463
16.5,,-37.66888563727323
17.0,,-38.16017824586186
17.5,,-37.16849548678322
18.0,,-38.45255211814478
18.5,,-38.40915736485124
19.0,,-38.26497892193712
19.5,,-38.89320691506707
20.0,,-39.72455850723984
20.5,,-38.050250449311555
21.0,,-36.639894407807276
21.5,,-39.001053241746895
22.0,,-39.578758665442116
22.5,,-39.16756491213264
23.0,,-39.915501330826466
23.5,,-39.47905215032643
24.0,,-39.53946085125822
24.5,,-38.76567954296739
25.0,,-37.323844186322695
25.5,,-38.63985927495434
26.0,,-38.62721078247819
26.5,,-38.79001062570536
27.0,,-38.04855521400287
27.5,,-36.10744906774598
28.0,,-37.102493092120476
28.5,,-37.00819364753648
29.0,,-35.53221702079909
29.5,,-36.690421332544474
30.0,,-38.67221307356491
30.5,,-38.47449166743734
31.0,,-37.71794798501595
31.5,,-37.05592902400701
32.0,,-34.57846433627467
32.5,,-37.04267579452706
33.0,,-37.27193553691322
33.5,,-37.90540269726871
34.0,,-38.70866700140905
34.5,,-39.30055667699557
35.0,,-38.27844327106297
35.5,,-38.98927117231508
36.0,,-38.29701662885164
36.5,,-37.923392006147665
37.0,,-35.48730814896251
37.5,,-38.525431004036996
38.0,,-38.61997166957902
38.5,,-37.26485622932337
39.0,,-36.43044957590013
39.5,,-38.303452885172376
40.0,,-36.87407573635903
40.5,,-37.21467760549972
41.0,,-39.020119107062605
41.5,,-37.19480752050307
42.0,,-38.05381939776973
42.5,,-37.89785360088577
43.0,,-38.75298837968384
43.5,,-38.48228138224712
44.0,,-39.88032116054436
44.5,,-38.30329897066486
45.0,,-36.64274361897035
45.5,,-36.63058771148837
46.0,,-38.7133015399076
46.5,,-36.47988845009626
47.0,,-36.02852039423309
47.5,,-35.43961010494045
48.0,,-36.26442558681247
48.5,,-35.581964310176
49.0,,-34.98603537681092
49.5,,-35.94885989574612
50.0,,-36.38958605724464
50.5,,-35.23591597182073
51.0,,-34.29004723674496
51.5,,-34.93875763203888
52.0,,-35.24360304238368
52.5,,-35.34213402120974
53.0,,-35.89713731224307
53.5,,-36.78044150680132
54.0,,-37.09673383813336
54.5,,-36.372265052805865
55.0,,-35.707539471503
55.5,,-35.673658473265476
56.0,,-34.67412957137339
56.5,,-34.4077588247496
57.0,,-33.4503139985892
57.5,,-33.73231175799066
58.0,,-34.111991271160285
58.5,,-35.65162342960987
59.0,,-35.46448985352591
59.5,,-35.242129320177
60.0,,-35.26262848197691
